osm_id,osm_type,name,longitude,latitude,geom_type
"13423239",relations,Gangkhardoong Tshaling,91.4602759981354,27.615994087525,POLYGON
"12092641",relations,Phootsena_Ngatse,89.1891205277803,27.0919436590543,POLYGON
"12112682",relations,Galing Chiwogs,91.6475488043899,27.2944518643806,POLYGON
"13677661",relations,Saling,91.0585121791844,27.2990644274765,POLYGON
"12188010",relations,Gesarling Gewog,89.8920466236725,26.9194685775508,POLYGON
"12165775",relations,Duenchhukha Gewog,89.2741744843274,27.028749541891,POLYGON
"13530049",relations,Tashithang,90.6223010462246,26.9089902115152,POLYGON
"13569373",relations,Dephellingmaed Khangzangling,88.9664835056962,26.9711581229232,POLYGON
"13569142",relations,Jarithang,88.9946823553561,26.9287955147,POLYGON
"12188744",relations,Gakidling Gewog,90.2580657904869,26.9400766523092,POLYGON
"3899612",relations,སྤུ་ན་ཁ་རྫོང་ཁག་,89.8506976737687,27.6636808759454,POLYGON
"4052279",relations,上亚东乡,89.014671751517,27.5716016260343,POLYGON
"12193055",relations,Drepoong Gewog,91.2549960461769,27.210378992451,POLYGON
"12193058",relations,Jurmed Gewog,91.2482486039304,27.0885901924216,POLYGON
"12183119",relations,Gase Tshowogm Gewog,89.8069312327777,27.3561279022571,POLYGON
"13403020",relations,Talachen Tawa Ta- Phoog,90.2558442512844,27.4404848007851,POLYGON
"12174869",relations,Broomi_Chidoongkhar,91.6046070591147,27.0348754184843,POLYGON
"2027346",relations,Arunachal Pradesh,94.6969056818295,28.0363354099836,POLYGON
"10060209",relations,Balemu Circle,92.1685710609852,26.9524800454894,POLYGON
"12117217",relations,Langchenphu,92.0934532958541,26.8950347350754,POLYGON
"12117219",relations,Damsagang Toed,91.855181389477,26.9219188745415,POLYGON
"12174881",relations,Nagzor_Wooling,91.5204087272625,26.9528795040864,POLYGON
"12205877",relations,La-Nyiri_Thrumchoong,91.2842396947895,26.9931718414905,POLYGON
"13547296",relations,Gibsa,89.9891509162004,26.9673293912988,POLYGON
"13551486",relations,Ketogkha,89.6457065021804,26.9104606062045,POLYGON
"8317325",relations,གད་སྟག་ན Getana Gewog་,89.7326512555314,26.9372380492907,POLYGON
"13352333",relations,,89.9784028353332,27.1751652549636,POLYGON
"8310807",relations,དགའ་སྐྱིད་གླིང་ Gakiling Gewog,89.2383251907362,27.145031878527,POLYGON
"13555279",relations,Dagoa Sorchen,89.4792045547538,27.0139393677484,POLYGON
"13551484",relations,Choongkha Chhasilakha,89.5636431612814,26.970395270653,POLYGON
"13548014",relations,Baloong,89.9811882097764,27.1198763161253,POLYGON
"13547974",relations,Tsangkha,90.0384647620674,27.0471933521595,POLYGON
"13547975",relations,Zinchila,90.0322400533793,27.0339191655525,POLYGON
"13544609",relations,Lhaling,89.8949401897816,27.034182580656,POLYGON
"12188006",relations,Nichula Gewog,89.9780821107482,26.7795459193784,POLYGON
"13533774",relations,Dangreyboog Toed,90.171954298891,27.0005549946422,POLYGON
"13533775",relations,Dangreyboog Maed,90.1601270481428,27.0011324807116,POLYGON
"13531720",relations,Patshaling Maed_Tsakaling,90.1498671090308,26.9237421054673,POLYGON
"13527128",relations,Gomchola,90.2789114549054,26.8849130695267,POLYGON
"13475916",relations,Boegarna_Dodennang,89.5935653663781,27.6056064612458,POLYGON
"12171895",relations,Shayuel,89.4059855778562,27.8824846189361,POLYGON
"8310883",relations,ས་དམར་ Samar Gewog,89.2460313172813,27.310147582073,POLYGON
"12089556",relations,Sangbay Ama,89.102827736253,27.2197844405119,POLYGON
"13462074",relations,Pel-Ling,89.784647272497,27.1973268558153,POLYGON
"13410107",relations,Lakhu Tshowogm,89.8135468994475,27.6023727905525,POLYGON
"13409601",relations,Jimithang,89.8890168339693,27.5612373085706,POLYGON
"13406065",relations,Kamina Wogyal,89.9326036566269,27.251784241932,POLYGON
"13404625",relations,Chhungserkha Domkha,89.9599992133634,27.5350109490571,POLYGON
"13404631",relations,Khothangkha,89.985373608584,27.4113528896341,POLYGON
"13403023",relations,Drangpa Pangsar,90.1923102001885,27.4422731112776,POLYGON
"13401404",relations,Jangchen Koomboo,90.1644469614036,27.5068400445734,POLYGON
"13404626",relations,Uesargang Wampoekhar,89.9691969207574,27.5493596986666,POLYGON
"13543100",relations,Tsenda-Gang,89.9627307137429,26.9482263104119,POLYGON
"13537365",relations,Norboogang,90.0910092843772,27.1394526150424,POLYGON
"13352334",relations,,89.920887601836,27.2225507167274,POLYGON
"13531884",relations,Barshong Toed,90.0943394594416,26.9339489081744,POLYGON
"13533693",relations,Tsholingkhar Maed,90.091970782047,27.01358922331,POLYGON
"13613034",relations,Yuendroongchhoeling,90.5575112079978,27.3597857589191,POLYGON
"12171889",relations,Damgochong,89.3209166177236,27.7882027513625,POLYGON
"13410452",relations,Ngoe-Droob-Chhu,89.8560586735504,27.6964066415366,POLYGON
"13404628",relations,Goenkhar,89.951750535904,27.5130298427638,POLYGON
"13551483",relations,Togtokha Togtogongm,89.641819800793,27.0075114701274,POLYGON
"13573020",relations,Dongtoed Khaling,89.1774845269251,27.0584906586019,POLYGON
"13598826",relations,Darbab Sinphoog,90.3918142968999,27.6332277658872,POLYGON
"12165465",relations,Raminang_Uesana,89.8606516870939,27.8779812648279,POLYGON
"12092307",relations,Ingo_Pharikha,89.2632818745166,27.3835975149438,POLYGON
"13395789",relations,Goodrang Taagsar,90.1839135915868,27.6537148916528,POLYGON
"13561576",relations,Dophugchen Wangduegatshel,89.4226093178734,26.8828628072309,POLYGON
"13480333",relations,Danglo_Namsaeling,89.6149150371392,27.3991187395152,POLYGON
"13530022",relations,Rishong,90.1772995372107,26.8899008656818,POLYGON
"13531887",relations,Gangtokha,90.0730539414874,26.9272933854878,POLYGON
"13527029",relations,Jigmed-Ling,90.3672625753317,26.9616694014555,POLYGON
"13482954",relations,Chamgang Maed,89.7049171417784,27.3884223468685,POLYGON
"13402121",relations,Garzhikha Omchheygang,90.0372269837982,27.480753826268,POLYGON
"15839538",relations,Bunakha,89.5589423315343,27.1352457792916,POLYGON
"8308538",relations,སྦྱིས་ Bji Gewog,89.1938158934895,27.4767082048355,POLYGON
"12182778",relations,Shelnga-Bjemi Gewog,89.9543936903544,27.6084201521607,POLYGON
"12183116",relations,Thedtsho Gewog,89.8918268347642,27.4912657774971,POLYGON
"12183113",relations,Dangchhu Gewog,90.1839264627371,27.6104739818053,POLYGON
"12192248",relations,Mendrelgang Gewog,90.1116926174573,26.9552391992444,POLYGON
"13482039",relations,Chizhi,89.5804388035487,27.302666575101,POLYGON
"12171909",relations,Ge-Nyen Gewog,89.6116011304006,27.3085560989027,POLYGON
"15839540",relations,Dokharchhu_Rimtekha,89.549255231289,27.2004273399959,POLYGON
"12170923",relations,Dizang-Gang _ Nakeyling,88.921650261794,27.0343848632046,POLYGON
"12188000",relations,དཀར་ན། Karna Gewog,89.85340503928,27.0012868014236,POLYGON
"12188743",relations,Shompangkha Gewog,90.286559729486,26.8730805259294,POLYGON
"12165777",relations,Phuentshogpelri Gewog,89.1916800861715,26.8459991110727,POLYGON
"3899613",relations,བསམ་གྲུབ་ལྗོངས་མཁར་རྫོང་ཁག་,91.7767304780795,26.9706139804702,POLYGON
"13669766",relations,Moodoongkhar Tselam,91.2460123627611,27.0650326624911,POLYGON
"13608585",relations,Tshangkha,90.4716872901504,27.4756053820783,POLYGON
"12092643",relations,Betso_ Doomchhog,89.2861154985658,27.3657681531081,POLYGON
"12112684",relations,Chhangmi_Rangjoong,91.6630118453734,27.3514279155579,POLYGON
"12165459",relations,Gyalza_Loong-Go,89.804426035412,28.0922084560961,POLYGON
"13533691",relations,Kapazhing,90.101562895626,27.0216651888913,POLYGON
"13423240",relations,Ngalimang Phanteng,91.4061866299369,27.6516030170061,POLYGON
"13423536",relations,Baney Bimkhar,91.5407244318606,27.5793898693268,POLYGON
"12170921",relations,Chhusilgang_Dramedsa,88.9167757553847,27.0729089751515,POLYGON
"13423236",relations,Bomdir Wogmanang,91.5651706109973,27.7206416801033,POLYGON
"12183121",relations,Bjenag Gewog,90.0330516921844,27.4698329654782,POLYGON
"12188008",relations,Dorona Gewog,89.837197383116,26.8696175834529,POLYGON
"13548015",relations,Thasa,90.0512909192702,27.1030833545889,POLYGON
"15282812",relations,贡日村,91.7507647883899,27.9313531466326,POLYGON
"12089059",relations,Jarey Gewog,91.0795604929008,27.4516839508001,POLYGON
"12182769",relations,Barp Gewog,89.8565966006962,27.5050346073404,POLYGON
"12188746",relations,Serzhong Gewog,90.5627990268289,26.92951950163,POLYGON
"12192245",relations,Kilkhorthang Gewog,90.137705306056,27.0027551285257,POLYGON
"12182775",relations,Goenshari Gewog,89.7724752029823,27.7233162840846,POLYGON
"13674638",relations,Neykolog Warangborang,91.2925943355951,27.0943463135461,POLYGON
"13535650",relations,Dzamling Zor,90.1081061360264,27.0281160477695,POLYGON
"12174889",relations,Doongkarling,91.7239122533492,26.8428446186671,POLYGON
"13541605",relations,Damze-Kesa,89.9689580461994,26.8004440525097,POLYGON
"12205878",relations,Dungmaed_Zimzor,91.3240344602947,26.9704179756755,POLYGON
"12110231",relations,Chhengri_Doongmanma,91.4875859229177,27.1648678068284,POLYGON
"3899606",relations,མགར་ས་རྫོང་ཁག་,89.8942476134705,27.9978392940984,POLYGON
"12165778",relations,Samtse Gewog,89.1275095251273,26.915914793829,POLYGON
"10361974",relations,Nagrakata,88.9183661827337,26.85084799745,POLYGON
"13569614",relations,Dewachen Zhiwaling,88.8834372316964,27.0232901953513,POLYGON
"12165765",relations,Norgaygang Gewog,88.8522307434564,27.2008765991876,POLYGON
"13569612",relations,Norjangsa Peljorling,88.8837072161949,26.9780598048885,POLYGON
"13569371",relations,Chhuchhungsa Karseling,88.9475925946064,27.0003981975407,POLYGON
"13698515",relations,Boomdeling Gewog,91.4803211283075,27.7774117338298,POLYGON
"153292",relations,西藏自治区 བོད་རང་སྐྱོང་ལྗོངས།,88.3093024071129,31.7935894996024,MULTIPOLYGON
"13388752",relations,Kazhi,89.98561486775,27.5361464485423,POLYGON
"13403363",relations,Bangtoedkha,89.9269352731221,27.4639726428866,POLYGON
"12100841",relations,Sagteng Gewog,91.9324501242496,27.3868096973139,POLYGON
"12096803",relations,Oong-gar Chiwogs,91.0357880473029,27.5738693633959,POLYGON
"12096811",relations,Minjey_Wazhing,91.2839338302811,27.5919623498118,POLYGON
"13405823",relations,Uesagongmi Thabji,89.8354895919501,27.4649920486748,POLYGON
"13613036",relations,Dangdoong,90.6400258948396,27.3615876358299,POLYGON
"13606540",relations,Uesar,90.5433009810046,27.4508809759714,POLYGON
"13388241",relations,Gangjab,90.0461391039796,27.5165781036402,POLYGON
"13388754",relations,Komathrang,89.9903477118216,27.5738024343371,POLYGON
"13403024",relations,Dogsenang Gorphoog,90.2111898894046,27.4810973782216,POLYGON
